CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
FIPR,533,3.0,6.0,d,ADV PROB FILM PR,Advanced Problems in Directing,"Problems in directing narrative film. Explores problems in scripting, performance, shot design, and editing through seminars, workshops with acting students, and production exercises.",2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIPR,534,3.0,6.0,d,ADV PROD FILM&TV,Advanced Production for Film and Television,,2010W,,,UBC,G,PCNT,ACAD,,,,,, 10/06/2009, 02/04/2010,2018W
FIPR,535,3.0,6.0,d,ADV ALT CIN PROD,Advanced Alternative Cinema Production,,2010W,,,UBC,G,HPF,ACAD,,,,,, 10/06/2009, 02/04/2010,2018W
FIPR,536,3.0,6.0,d,ADV DOC DEV&PROD,Advanced Documentary Development and Production,,2010W,,,UBC,G,PCNT,ACAD,,,,,, 10/06/2009, 02/04/2010,2018W
FIPR,547,3.0,6.0,d,DIR ST FILM PROD,Directed Studies in Film Production,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIPR,549,6.0,18.0,d,MASTER'S THESIS,Thesis,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FISH,500,3.0,3.0,,FISHERIES MNGMT,Issues in Fisheries Research: Seminars - Fisheries Management,,1995W,,,UBC,G,PCNT,ACAD,,,,,, 02/07/1995, 01/01/4000,2018W
FISH,501,3.0,3.0,,ECOSYS MODELLING,Issues in Fisheries Research: Ecosystem Modelling,,2002W,,,UBC,G,PCNT,ACAD,,,,,, 05/15/2002, 05/15/2002,2018W
FISH,504,3.0,3.0,,QUANT AN FISH I,Quantitative Analysis of Fisheries I,,1995S,,,UBC,G,PCNT,ACAD,,,,,, 02/07/1995, 02/07/1995,2018W
FISH,505,3.0,3.0,,QUANT AN FISH II,Quantitative Analysis of Fisheries II,,1995S,,,UBC,G,PCNT,ACAD,,,,,, 02/07/1995, 02/07/1995,2018W
FISH,506,3.0,6.0,d,TOPICS FISHERIES,Current Topics in Fisheries,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 02/02/2007, 02/02/2007,2018W
FISH,507,3.0,3.0,,CHLNGE OCN LEAD,Grand Challenges in Ocean Leadership,,2017S,,,UBC,G,PCNT,ACAD,,,,,, 03/01/2017, 04/19/2017,2018W
FISH,508,3.0,3.0,,FSH ECON & MGMNT,Fisheries Economics and Management,,2012W,,,UBC,G,PCNT,ACAD,,,,,, 04/05/2012, 05/16/2012,2018W
FISH,509,3.0,3.0,,BAYESIAN METHODS,Bayesian Methods for Fisheries Stock Assessment,,2012W,,,UBC,G,PCNT,ACAD,,,,,, 04/05/2012, 05/16/2012,2018W
FISH,510,3.0,3.0,,BAYESN DCSN ANL,Bayesian Decision Analysis for Fisheries Management,,2012W,,,UBC,G,PCNT,ACAD,,,,,, 04/05/2012, 05/16/2012,2018W
FISH,520,6.0,6.0,,"CONS, GOVR, EVAL","Fisheries Conservation, Governance, and Evaluation",,2011W,,,UBC,G,PCNT,ACAD,,,,,, 03/03/2011, 05/18/2011,2018W
FISH,599,18.0,18.0,,MASTER'S THESIS,Master's Thesis,,2012W,,,UBC,G,PASS,ACAD,,,,,, 12/02/2011, 02/15/2012,2018W
FISH,699,0,0,,DOCTORAL DISSERT,Doctoral Dissertation,,2012W,,,UBC,G,PASS,ACAD,,,,,, 12/02/2011, 02/15/2012,2018W
FIST,100,3.0,3.0,,INTRO FILM STDY,Introduction to Film Studies,"Basic aesthetic, economic, sociological, and technological aspects of film.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,200,3.0,3.0,,INTRO CAN CIN,Introduction to Canadian Cinema,History and aesthetics of Canadian cinema.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,210,3.0,3.0,,EARLY CINEMA,Early Cinema,"Aesthetics, economics, history, and technological characteristics of international early film.",2013S,,,UBC,U,PCNT,ACAD,,,,,, 10/16/2012, 11/22/2012,2018W
FIST,220,3.0,3.0,,HOLLYWOOD CINEMA,Hollywood Cinema 1930-1960,"Analysis of the aesthetics, economics, history and technological characteristics of the Classical Hollywood period.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,230,3.0,3.0,,INT ASIAN CINEMA,Introduction to Asian Cinema,"Overview of the cinemas of China, India, Japan, and Korea.",2012W,,,UBC,U,PCNT,ACAD,,,,,, 02/14/2012, 05/16/2012,2018W
FIST,240,3.0,3.0,,MEDIA INDUSTRIES,Media Industries,"Overview of today's film and media industries, and of the concepts governing their practices.",2012W,,,UBC,U,PCNT,ACAD,,,,,, 02/14/2012, 05/16/2012,2018W
FIST,300,3.0,3.0,,CULT CINEMA,Cult Cinema,Overview of world cult cinema.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 10/14/2007, 04/16/2008,2018W
FIST,331,3.0,3.0,,STDY FILM THEORY,Studies in Film Theory,"A seminar introducing the many theoretical approaches to film: formalist, historical, Marxist, psychoanalytic, semiotic, and structuralist.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,332,3.0,3.0,,STDY GENRE/PERIO,Studies in Genre or Period,"A seminar examining one or more genres or periods, such as the Western, Film Noir, Science Fiction, Films of the 1980's. Also includes study of national cinemas.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,334,3.0,3.0,,DOCUMENTARY,Seminar in Documentary,An analysis of the representational strategies and ethics of the form.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,336,3.0,3.0,,EUROPEAN CINEMA,Seminar in European Cinema,Topics may include a study of a European national cinema.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,338,3.0,3.0,,ASIAN & AUST CIN,Asian and Australasian Cinema,"Topics may include an analysis of a national cinema, such as that of China, India, or Australia.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,340,3.0,3.0,,MEDIA AUDIENCES,Media Audiences,Overview of approaches for studying audiences and receptions of film and contemporary media.,2012W,,,UBC,U,PCNT,ACAD,,,,,, 02/14/2012, 05/16/2012,2018W
FIST,430,3.0,3.0,,STDY AUTEURISM,Studies in Auteurism,"A seminar examining the work of one or more directors, such as John Ford, Francois Truffaut, Denys Arcand, Margarethe Von Trotta, or of a screenwriter over many films.",2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,434,3.0,6.0,d,STUDIES IN FILM,Studies in Film,A seminar devoted to a topic of current interest in film. Topic will change from year to year. May be repeated for credit when topics differ.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,436,3.0,3.0,,AMER CIN 1960 �,Seminar in American Cinema Since 1960,Topics may include an analysis of a specific period.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,438,3.0,3.0,,SEM CAN CINEMA,Seminar in Canadian Cinema,Topics may include an analysis of the Canadian Governmental agencies supporting Film Production.,2006W,,,UBC,U,PCNT,ACAD,,,,,, 11/10/2005, 04/27/2006,2018W
FIST,445,3.0,3.0,,MAJ & HON SEMIN,Majors and Honours Seminar,,2010W,,,UBC,U,PCNT,ACAD,,,,,, 02/09/2010, 05/12/2010,2018W
FIST,449,6.0,6.0,,HONOURS ESSAY,Honours Essay,A course allowing honours students to work with a faculty member on a major research paper.,2010W,,,UBC,U,PCNT,ACAD,,,,,, 02/09/2010, 05/12/2010,2018W
FIST,500,3.0,3.0,,RESEARCH METHODS,Research Methods,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIST,510,3.0,3.0,,ADV THEORY F&M,"Advanced Theory, Film and Media","Current trends and topics in scholarship, based on an intensive look at a few key theorists and theories.",2017S,,,UBC,G,PCNT,ACAD,,,,,, 10/20/2016, 11/23/2016,2018W
FIST,520,3.0,3.0,,ADV F&M CRTICSM,Advanced Film and Media Criticism,"Film and media criticism, with detailed interrogation of conceptual foundations and contemporary case-studies.",2017S,,,UBC,G,PCNT,ACAD,,,,,, 10/20/2016, 11/23/2016,2018W
FIST,531,3.0,6.0,d,SEM: STYLES FILM,Seminar: Styles in Film,"Studies in styles or film genres such as narrative, documentary, ethnographic, experimental, etc. Topics will vary from year to year.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/07/2015, 06/04/2015,2018W
FIST,532,3.0,6.0,d,SEM: ST MAJ FILM,Seminar: Study of Major Film Artists,"Investigations into the biographical, social, and national backgrounds of two or three major artists, with attention to the specific nature of their work in its historical, psychological, and cultural contexts. Topics will vary from year to year.",2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIST,534,3.0,6.0,d,SEM FILM STUDIES,Seminar in Film Studies,Topics to be arranged.,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIST,547,3.0,6.0,d,DIRECTED ST FILM,Directed Studies in Film,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FIST,549,6.0,18.0,d,MASTER'S THESIS,Thesis,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/2005, 04/19/2006,2018W
FMST,210,3.0,3.0,,FMLY HUMAN DVLPM,Family Context of Human Development,The influence of family dynamics and social conditions on human development.,2004W,,,UBC,U,PCNT,ACAD,,,,,, 05/01/2004, 09/13/2004,2018W
FMST,238,3.0,3.0,,FAM RESRC MNGMT,Family Resource Management,Conceptual models of resource management as related to families.,2004W,,,UBC,U,PCNT,ACAD,,,,Credit will not be given for both FMST 238 and FMST 338.,, 05/01/2004, 09/13/2004,2018W
FMST,312,3.0,3.0,,PARENT-CHILD REL,Parent-child Relationships,Parent-child interaction over the life span.,2008W,,,UBC,U,PCNT,ACAD,"One of SOCI 200, FMST 210.",,,,, 08/27/2007, 01/23/2008,2018W
FMST,314,3.0,3.0,,RELATION DEVELOP,Relationship Development,"The study of the development, course, and decline of personal relationships.",2017S,,,UBC,U,PCNT,ACAD,"One of SOCI 200, PSYC 100, PSYC 101, PSYC 102, SOCI 240.",,,,, 10/20/2016, 01/16/2017,2018W
FMST,316,3.0,3.0,,HUMAN SEXUALITY,Human Sexuality,An examination of human sexual development and behaviour.,2017S,,,UBC,U,PCNT,ACAD,"One of SOCI 200, PSYC 100, PSYC 101, PSYC 102, SOCI 240.",,,,, 10/20/2016, 01/16/2017,2018W
FMST,549,6.0,12.0,c,THESIS,Thesis,,2003W,,,UBC,G,PASS,ACAD,,,,,, 01/13/2004, 01/13/2004,2018W
FNEL,101,3.0,12.0,d,INTRO SALISH I,Introduction to a Salish Language I,"Emphasis on accurate pronunciation, conversation, basic grammatical structures and listening and literacy skills, and the study of oral traditions in their cultural context. No prior knowledge of the language is assumed.",2015S,,,UBC,U,PCNT,ACAD,,,,,, 10/01/2014, 10/01/2014,2018W
FNEL,102,3.0,12.0,d,INTRO SALISH II,Introduction to a Salish Language II,"Continued focus on the diverse range of language learning skills that advance competency in conversational fluency, pronunciation, comprehension, vocabulary, oral traditions, literacy, grammatical understanding, and the cultural contextualization of language use.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 101 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,141,3.0,12.0,d,INTR WAKASHAN I,Introduction to a Wakashan Language I,"Emphasis on accurate pronunciation, conversation, basic grammatical structures, listening and literacy skills, and the study of oral traditions in their cultural context. No prior knowledge of the language is assumed. Not offered every year.",2015S,,,UBC,U,PCNT,ACAD,,,,,, 10/01/2014, 10/01/2014,2018W
FNEL,142,3.0,12.0,d,INTR WAKASHAN II,Introduction to a Wakashan Language II,"Continued focus on the diverse range of language learning skills that advance competency in conversational fluency, pronunciation, comprehension, vocabulary, oral traditions, literacy, grammatical understanding, and the cultural contextualization of language use. Not offered every year.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 141 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,180,3.0,3.0,,INTRO ENDG LANG,Introduction to Endangered Language Documentation and Revitalization,"Foundational concepts in the critical study of cultural, historical, social, and political factors that impact language loss, retention, and revival. Introducing strategies and practical methodologies for collaborative, interdisciplinary, community-based documentation and revitalization projects for First Nations and Indigenous languages.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 01/07/2015, 02/18/2015,2018W
FNEL,201,3.0,12.0,d,INTMED SALISH I,Intermediate Salish Language I,"Emphasis on increasing fluency in conversational ability, enhancing pronunciation and comprehension skills, expanding vocabulary, extending literacy and grammatical understanding, and further study of oral traditions in their cultural context.",2015S,,,UBC,U,PCNT,ACAD, (FNEL102 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,202,3.0,12.0,d,INTMED SALISH II,Intermediate Salish Language II,"Continued focus on the diverse range of language learning skills that advance competency in conversational fluency, pronunciation, comprehension, vocabulary, oral traditions, literacy, grammatical understanding, and the cultural contextualization of language use.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 201 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,241,3.0,12.0,d,INTMD WAKASHAN I,Intermediate Wakashan Language I,"Emphasis on increasing fluency in conversational ability, enhancing pronunciation and comprehension skills, expanding vocabulary, extending literacy and grammatical understanding, and further study of oral traditions in their cultural context. Not offered every year.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 142 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,242,3.0,12.0,d,INTMD WAKASHN II,Intermediate Wakashan Language II,"Continued focus on the diverse range of language learning skills that advance competency in conversational fluency, pronunciation, comprehension, vocabulary, oral traditions, literacy, grammatical understanding, and the cultural contextualization of language use. Not offered every year.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 241 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,282,3.0,3.0,,STRUC ENDG LANG,Structures of Endangered Languages: Conservation and Revitalization,"Development of skills in the documentation, transcription and analysis of grammatical structures in endangered languages, focusing on the diversity within BC Aboriginal languages. Applied techniques in documentation, workflow and multi-media digital annotation, guided by community-based ethical protocols and conservation/revitalization goals.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 01/07/2015, 02/18/2015,2018W
FNEL,301,3.0,12.0,d,ADV SALISH I,Advanced Salish Language I,"Emphasis on advanced comprehension and production skills. Extended focus on skills in oral traditions, transcription, literacy, and on deepening the understanding of grammatical structures and dialectal variation. Not offered every year.",2015S,,,UBC,U,PCNT,ACAD, (FNEL 202 in the same language.),,,,, 10/01/2014, 10/01/2014,2018W
FNEL,380,3.0,3.0,,TECH ENDG LANG,Technologies for Endangered Language Documentation and Revitalization,"Digital tools for endangered language documentation, conservation, and revitalization. Overview of best practices, introduction to community engagement and capacity-building, protocols and ethics, project design, cultural context, orthographies, use of audio, video and still photography, data management, archiving and web publishing.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 01/07/2015, 02/18/2015,2018W
FNH,200,3.0,3.0,,EXPLOR OUR FOOD,Exploring Our Food,"Chemical and physical properties of foods; issues pertaining to safety, nutritive value and consumer acceptability; government regulations pertaining to food safety, quality and additives; preservation techniques and transformation of agricultural commodities to food products; foods of the future.",2003W,,[3-0-0],UBC,U,PCNT,ACAD, (At least second year standing required.),,,,, 11/22/2002, 12/11/2002,2018W
FNH,250,3.0,3.0,,NUTR CONC & CONT,Nutrition Concepts and Controversies,Fundamental concepts and principles of human nutrition applied to current nutrition issues.,2016S,,[3-0-0],UBC,U,PCNT,ACAD,"Either (a) one of BIOL 111, BIOL 112, BIOL 153, BIOL 155 or (b) all of KIN  190, KIN  191. (At least second-year standing required.)",,,,, 10/15/2015, 10/23/2015,2018W
FNH,300,3.0,3.0,,PRNC FOOD ENG,Principles of Food Engineering,"Units and dimensions, mass balance, energy balance, steady state and transient heat flow, fluid handling and measurement.",2007W,,[3-0-1],UBC,U,PCNT,ACAD,"One of PHYS 101, PHYS 107.",,,,, 05/01/2007, 05/01/2007,2018W
FNH,301,3.0,3.0,,FOOD CHEMISTRY I,Food Chemistry I,"Constituents of food and related chemical physical properties including water, carbohydrates, proteins, lipids, minerals, and vitamins.",2013W,,[3-0-1],UBC,U,PCNT,ACAD,Either (a) CHEM 201 or (b) CHEM 205;  and either (a) CHEM 203 or (b) CHEM 233.,,,,, 10/24/2012, 10/29/2012,2018W
FNH,302,3.0,3.0,,FOOD ANALYSIS,Food Analysis,Principles of and procedures for analysis of the chemical and physical properties of food; proximate analysis; introduction to instrumental analysis; reporting and analysis of data.,2014W,,[3-0-1],UBC,U,PCNT,ACAD,Either (a) CHEM 201 or (b) CHEM 205;  and either (a) CHEM 203 or (b) CHEM 233.,,,,, 03/25/2014, 03/25/2014,2018W
FNH,303,3.0,3.0,,FOOD PROD DEVELP,Food Product Development,Introduction to and application of concepts involved in food product formulation and development.,2018W,,,UBC,U,PCNT,ACAD,"One of LFS  252, BIOL 300, EPSE 482, FRST 231, STAT 200, FNH  301.",,,,, 01/25/2018, 02/12/2018,2018W
FNH,309,3.0,3.0,,FOOD PROC SC,Food Process Science,Preservation of tissue and fluid food systems by selected physical and chemical treatments with emphasis on product-process interactions.,2018W,,[3-0-1],UBC,U,PCNT,ACAD,"One of PHYS 100, PHYS 101.",,,,, 03/22/2018, 04/16/2018,2018W
FNH,313,3.0,3.0,,FOOD MICROBIOL,Food Microbiology,"Food microorganisms of importance in safety and spoilage of foods; factors affecting growth, survival and inactivation of microorganisms in foods; food processing plant cleaning and sanitation.",2018W,,,UBC,U,PCNT,ACAD,BIOL 112.,,,,, 01/25/2018, 02/12/2018,2018W
FNH,325,3.0,3.0,,FOOD SCI LAB 1,Food Science Laboratory I,Integrated laboratory introducing techniques used in food processing and analysis. Enrolment restricted to Food Science students.,2004W,,[0-3-1],UBC,U,PCNT,ACAD,"All of FNH  300, FNH  301, FNH  302. (These courses can be taken as corequisites.)",,,,, 11/06/2003, 12/17/2003,2018W
FNH,326,3.0,3.0,,FOOD SCI LAB II,Food Science Laboratory II,Integrated laboratory encompassing the processing and analysis of foods.  Enrolment restricted to Food Science students.,2004W,,[0-3-1],UBC,U,PCNT,ACAD,FNH  325.,,,,, 11/06/2003, 12/17/2003,2018W
FNH,330,3.0,3.0,,INTRO WINE SCIE,Introduction to Wine Science 1,"Principles of viticulture, enology, and wine microbiology and chemistry; marketing, regulation and classification of wines from selected regions of the world; social, economic and health aspects of wine consumption; wine appreciation.",2014W,,[2-1-0],UBC,U,PCNT,ACAD, (Third-year standing.),,,,, 03/25/2014, 03/25/2014,2018W
FNH,335,3.0,3.0,,INTRO WINE SCI 2,Introduction to Wine Science II,Review of diverse styles of wine with consideration of classic wine-producing areas. Concepts in wine microbiology/chemistry; overview of steps in grape processing for diverse wine styles. Comparison of regulations for Canadian VQA systems with international systems. Wine sensory analysis.,2016W,,[3-1-0],UBC,U,PCNT,ACAD,FNH  330. (and third-year standing or higher.),,,,, 02/12/2016, 03/15/2016,2018W
FNH,340,3.0,3.0,,FOOD THEORY,Food Theory,Principles of food preparation based on the physical and chemical properties of food.,2013W,,[3-0-0],UBC,U,PCNT,ACAD,"FNH 200 and either (a) all of CHEM111, CHEM113 or (b) all of CHEM121, CHEM123",FNH  341.,,,, 01/26/2012, 07/12/2012,2018W
FNH,341,3.0,3.0,,FOOD THEOR APP,Food Theory Applications,Experimental and practical application of scientific principles and theories to problems of food preparation. Note: Course registrants are required to possess a Foodsafe I certificate.,2014W,,[0-3-0],UBC,U,PCNT,ACAD,,FNH  340.,,,, 03/25/2014, 03/25/2014,2018W
FNH,342,3.0,3.0,,CONSMR FOOD PRAC,Critical Perspectives on Consumer Food Practices,"Personal, collective, and policy factors affecting food choices, including perceptions of healthy eating, gender, identity, family structures, and economic, sociocultural, and political forces.",2015W,,[3-0-0],UBC,U,PCNT,ACAD, (At least third year standing required.),,,,, 10/23/2014, 11/10/2014,2018W
FNH,350,3.0,3.0,,FUNDTL NUTRITION,Fundamentals of Nutrition,Fundamentals of energy and macronutrient metabolism.,2012W,,[3-0-0],UBC,U,PCNT,ACAD,"FNH  250 and one of BIOL 201, BIOC 202.",,,,, 03/29/2012, 04/14/2012,2018W
FNH,351,3.0,3.0,,VIT MIN & HEALTH,"Vitamins, Minerals, and Health",Vitamin and mineral nutrition and their role in maintaining and promoting health.,2012W,,[3-0-0],UBC,U,PCNT,ACAD,"FNH  250 and one of BIOL 201, BIOC 202.",,,,, 03/29/2012, 04/14/2012,2018W
FNH,355,3.0,3.0,,INTERNAT'L NUTRI,International Nutrition,Conceptualization and scientific analyses of global problems in food and nutrition; complexities of food habits and malnutrition in various cultures around the world.,2010W,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 05/11/2010, 05/20/2010,2018W
FNH,370,3.0,3.0,,NUTRITION ASMT,Nutrition Assessment,"The use of dietary, anthropometric, biochemical, and related information for the assessment of nutritional status of individuals and populations.",2009W,,[3-0-0],UBC,U,PCNT,ACAD,FNH  250.,,,,, 11/19/2008, 01/20/2009,2018W
FNH,371,3.0,3.0,,HUM NUT LIF SPAN,Human Nutrition Over The Life Span,Nutritional requirements and dietary patterns of healthy individuals throughout the life span.,2016W,,3-0-0,UBC,U,PCNT,ACAD,FNH  250.,,,,, 02/12/2016, 03/15/2016,2018W
